TAG_CODE,CAPTURE_CODE,MARCH_FLAG,APR_FLAG,MAY_FLAG,JUNE_FLAG,JULY_FLAG,AUGUST_FLAG,SEP_FLAG,SOCKEYE_FLAG,HATCHERY_REARED,SS_FLAG,LENGTH_MM
3DD.003D424E22,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D423F2B,0,0,0,0,0,0,0,1,1,1,1,93
384.3B23A2F8B0,0,0,0,0,1,0,0,0,0,0,0,111
384.3B23A74617,0,0,0,0,1,0,0,0,0,0,0,120
3DD.003D424CC7,0,0,0,0,0,0,0,1,1,1,1,90
384.3B23AF7AC0,0,0,0,1,0,0,0,0,0,0,0,126
3DD.003C09A8E1,0,0,0,0,0,0,0,1,1,1,1,97
384.3B2396CA8F,1,0,0,1,0,0,0,0,0,0,0,121
3DD.003BE9D68D,1,0,0,1,0,0,0,0,0,0,0,141
3DD.003BE9E862,1,0,0,1,0,0,0,0,0,0,0,131
3DD.003BEA142A,1,0,1,0,0,0,0,0,0,0,0,132
3DD.003C099CF6,1,0,0,0,0,0,0,1,1,1,1,89
3DD.003D280614,1,0,0,1,0,0,0,0,0,0,0,127
3DD.003D2809B6,1,0,1,0,0,0,0,0,0,0,0,122
3DD.003D28117C,1,0,1,0,0,0,0,0,0,0,0,124
3DD.003D4253FC,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003D424070,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003D424D83,1,0,0,0,0,0,0,1,1,1,1,98
3DD.003D424DBA,1,0,0,0,0,0,0,1,1,1,1,104
3DD.003D424B8F,1,0,0,0,0,0,0,1,1,1,1,89
3DD.003D425799,1,0,0,0,0,0,0,1,1,1,1,88
3DD.003D4249EC,1,0,0,0,0,0,0,1,1,1,1,87
3DD.003D424B4E,1,0,0,0,0,0,0,1,1,1,1,99
3DD.003D4806A8,1,0,0,1,0,0,0,0,1,1,0,149
3DD.003C09A705,0,0,0,0,0,0,0,1,1,1,1,84
3DD.003D47D7E1,0,0,1,0,0,0,0,0,1,0,1,147
384.3B23A97AA1,0,0,0,1,0,0,0,0,0,0,0,109
384.3B23A72052,0,0,0,0,1,0,0,0,0,0,0,122
3DD.003D47DD99,0,0,1,0,0,0,0,0,1,0,1,120
3DD.003D42583D,1,0,0,0,0,0,0,1,1,1,1,87
3DD.003D425543,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003C09A127,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D5C6F3F,0,0,0,0,1,0,0,0,1,0,1,129
3DD.003D423E54,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003C099FB5,0,0,0,0,0,0,0,1,1,1,1,88
3DD.003D424C85,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D4251AC,0,0,0,0,0,0,0,1,1,1,1,108
3DD.003D425787,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003C0986A3,0,0,0,1,0,0,0,0,1,1,0,163
3DD.003D47D7BE,0,0,1,0,0,0,0,0,1,0,1,108
3DD.003D424FCE,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003C09A8FC,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D424A32,0,0,0,0,0,0,0,1,1,1,1,88
384.3B23A35A9A,0,0,0,1,0,0,0,0,0,0,0,115
3DD.003D425367,0,0,0,0,0,0,0,1,1,1,1,82
3DD.003D424E9E,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D5C68A7,0,0,0,1,0,0,0,0,1,0,1,125
3DD.003D424659,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003D424E1B,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003D5C6E91,0,0,0,1,0,0,0,0,1,0,1,235
3DD.003D280814,0,0,0,1,0,0,0,0,0,0,0,127
3DD.003D4242F4,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003D424A24,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D424BB4,0,0,0,0,0,0,0,1,1,1,1,105
3DD.003D2814C5,0,0,0,1,0,0,0,0,0,0,1,135
3DD.003D42467A,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003C09A60B,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003BEA1496,0,0,0,1,0,0,0,0,0,0,0,122
3DD.003D423E1B,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003D424344,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003D28297C,0,0,0,1,0,0,0,0,0,0,1,145
384.3B239C00B7,0,0,0,0,1,0,0,0,0,0,0,126
3DD.003D42535A,0,0,0,0,0,0,0,1,1,1,1,105
3DD.003BC91E22,0,0,0,1,0,0,0,0,0,0,0,113
3DD.003D424294,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003D4257E6,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003C099799,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D424139,1,0,0,0,0,0,0,1,1,1,1,96
3DD.003D4252AE,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003C09A5F7,0,0,0,0,0,0,0,1,1,1,1,87
3DD.003D424237,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D424C5E,0,0,0,0,0,0,0,1,1,1,1,126
3DD.003C09972E,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003BEA14A9,0,0,0,0,1,0,0,0,0,0,0,139
3DD.003C09A635,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003D424C0F,0,0,0,0,0,0,0,1,1,1,1,110
3DD.003D424DB0,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D4247CC,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D47D801,0,0,0,0,0,0,0,0,0,0,1,86
3DD.003D423E2A,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003C099B2C,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003BF698E8,0,0,0,1,0,0,0,0,0,0,1,132
3DD.003BE9D66F,0,0,0,1,0,0,0,0,0,0,0,143
3DD.003C09979E,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003C09A929,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003D425036,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003C099CBF,0,0,0,0,0,0,0,1,1,1,1,88
3DD.003D425585,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D42435A,1,0,0,0,0,0,0,1,1,1,1,105
3DD.003D2808A2,0,0,1,0,0,0,0,0,0,0,0,126
3DD.003D424ABD,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D424FD3,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D47E3A1,0,0,0,0,0,0,0,0,0,0,1,95
3DD.003D282947,0,0,0,1,0,0,0,0,0,0,1,140
3DD.003D2813D0,0,0,0,1,0,0,0,0,0,0,0,148
3DD.003C09A63C,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D281489,0,0,0,1,0,0,0,0,0,0,0,131
3DD.003D4243B9,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D425584,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003D4247B9,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003C099F3E,0,0,0,0,0,0,0,1,1,1,1,101
384.3B23A8B0D3,0,0,0,0,1,0,0,0,0,0,0,113
3DD.003C098A5B,0,0,0,1,0,0,0,0,1,0,1,136
3DD.003D47DFBE,0,0,0,0,0,0,0,0,0,0,1,98
384.3B239B16C2,0,0,0,0,1,0,0,0,0,0,0,133
3DD.003D424D5D,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003C099632,0,0,0,0,1,0,0,0,1,0,1,155
3DD.003D424B5E,0,0,0,0,0,0,0,1,1,1,1,86
3DD.003D280C6A,0,0,1,0,0,0,0,0,0,0,0,105
3DD.003D42505E,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003D42473E,0,0,0,0,0,0,0,1,1,1,1,113
3DD.003D4243E0,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D424D61,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003C099ED6,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D424488,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003C09A70F,0,0,0,0,0,0,0,1,1,1,1,79
3DD.003D425096,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D47E5DC,0,0,0,0,0,0,0,0,0,0,1,91
3DD.003D28096B,0,1,0,0,0,0,0,0,0,0,0,123
3DD.003C09A8B1,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003C09A8A4,0,0,1,0,0,0,0,0,1,0,1,115
3DD.003D4252E8,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D424773,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D2817AA,0,0,1,0,0,0,0,0,0,0,0,125
3DD.003D424CAF,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D282B5B,0,0,0,1,0,0,0,0,1,0,1,139
3DD.003D424E05,0,0,0,0,0,0,0,1,1,1,1,86
3DD.003C09950E,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D42583B,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003BF699D8,0,0,0,1,0,0,0,0,0,0,1,132
3DD.003D5C6B14,0,0,0,0,1,0,0,0,1,0,1,174
3DD.003BE9EB5D,0,0,0,1,0,0,0,0,0,0,0,125
3DD.003D4258A5,0,0,0,0,0,0,0,1,1,1,1,88
3DD.003BC92824,0,0,0,0,1,0,0,0,0,0,0,126
3DD.003D4252A6,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D424DE9,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003C09954C,0,0,0,0,0,0,0,1,1,1,1,74
3DD.003C09949D,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D425514,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D42499D,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003D424922,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D42446E,0,0,0,0,0,0,0,1,1,1,1,120
3DD.003D423F7F,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003D424BD1,0,0,0,0,0,0,0,1,1,1,1,114
3DD.003C099DE1,0,0,0,0,1,0,0,0,1,0,1,129
3DD.003D424B8C,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003D42519A,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D5C68B8,0,0,0,1,0,0,0,0,1,0,1,226
3DD.003C09977B,0,0,0,0,0,0,0,1,1,1,1,98
384.3B23AF6AD6,0,0,0,0,1,0,0,0,0,0,0,115
3DD.003C09953D,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D424F6A,0,0,0,0,0,0,0,1,1,1,1,83
3DD.003C09A651,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003BC92863,0,0,0,1,0,0,0,0,0,0,0,104
3DD.003D2808F9,0,0,0,1,0,0,0,0,0,0,0,135
3DD.003D425654,0,0,0,0,0,0,0,1,1,1,1,99
384.3B23A993C2,0,0,0,1,0,0,0,0,0,0,0,107
3DD.003D5C6B52,0,0,0,0,1,0,0,0,1,0,1,209
3DD.003C099DDE,0,0,0,0,1,0,0,0,1,0,1,160
3DD.003C09BDA6,0,0,1,0,0,0,0,0,0,0,0,124
3DD.003D424971,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003C09A75A,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003C0997B0,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D423E88,0,0,0,0,0,0,0,1,1,1,1,83
3DD.003D425520,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003C099DD5,0,0,0,0,1,0,0,0,1,0,1,150
3DD.003C099BE3,0,0,0,0,1,0,0,0,1,0,1,170
3DD.003D423FDC,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D425777,0,0,0,0,0,0,0,1,1,1,1,87
3DD.003D424F8E,0,0,0,0,0,0,0,1,1,1,1,86
3DD.003C09A03C,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D424F0E,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D424212,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D423E94,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D47DDEB,0,0,1,0,0,0,0,0,1,0,1,185
3DD.003D424AC0,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003C099F98,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D424DA9,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003C099AA1,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D2806EB,0,0,1,0,0,0,0,0,0,0,0,117
3DD.003D425465,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003C0995F2,0,0,0,0,1,0,0,0,1,0,1,175
3DD.003D425800,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D4245B4,0,0,0,0,0,0,0,1,1,1,1,97
384.3B2398665B,0,0,0,0,1,0,0,0,0,0,0,105
3DD.003D4242CD,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D424B46,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003D424A8C,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D281020,0,0,1,0,0,0,0,0,0,0,0,121
3DD.003D4256BC,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D42566F,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003C09A882,0,0,0,0,1,0,0,0,1,0,1,159
3DD.003D425846,0,0,0,0,0,0,0,1,1,1,1,87
384.3B23A7DDCA,0,0,0,0,1,0,0,0,0,0,0,117
3DD.003D4246C3,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003D424654,0,0,0,0,0,0,0,1,1,1,1,96
384.3B23AC7BCC,0,0,0,1,0,0,0,0,0,0,0,129
3DD.003BEA14F7,0,0,1,0,0,0,0,0,0,0,0,123
3DD.003BE9E95D,0,0,0,1,0,0,0,0,0,0,0,122
3DD.003C099BFB,0,0,0,0,1,0,0,0,1,0,1,146
3DD.003D5C70C1,0,0,0,1,0,0,0,0,1,0,1,147
3DD.003D4246ED,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D42470F,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D424C15,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003D42519B,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003C09A0E6,0,0,0,0,0,0,0,1,1,1,1,95
384.3B23A4BD53,0,0,0,0,1,0,0,0,0,0,0,120
3DD.003D424DA3,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003BE9E13E,0,0,0,0,1,0,0,0,0,1,1,127
3DD.003D424345,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D425605,0,0,0,0,0,0,0,1,1,1,1,83
3DD.003D42466B,0,0,0,0,0,0,0,1,1,1,1,86
3DD.003D2807D3,0,0,1,0,0,0,0,0,0,0,0,115
3DD.003D47EB88,0,0,0,1,0,0,0,0,1,1,0,140
3DD.003D424C5B,0,0,0,0,0,0,0,1,1,1,1,82
3DD.003D424A84,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D424326,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D4256F3,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003C09A978,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D2822DD,0,0,0,1,0,0,0,0,0,0,1,121
3DD.003D42405A,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D424DB8,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D5C68E5,0,0,0,1,0,0,0,0,1,0,1,233
3DD.003BE9D6A8,0,0,0,1,0,0,0,0,0,0,0,142
3DD.003D425476,0,0,0,0,0,0,0,1,1,1,1,98
384.3B23A8FECD,0,0,0,0,1,0,0,0,0,0,0,112
3DD.003D47DFEF,0,0,0,0,0,0,0,0,0,0,1,103
3DD.003D47E3CF,0,0,0,0,0,0,0,0,0,0,1,93
3DD.003D4240BC,0,0,0,0,0,0,0,1,1,1,1,112
3DD.003C0995AE,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D424182,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D47E2FC,0,0,0,1,0,0,0,0,1,1,0,148
3DD.003D282ACC,0,0,0,1,0,0,0,0,0,0,1,138
3DD.003D4240B6,0,0,0,0,0,0,0,1,1,1,1,110
3DD.003BEA1442,0,0,0,1,0,0,0,0,0,0,0,123
3DD.003D280C4C,0,0,0,1,0,0,0,0,0,0,0,146
3DD.003C09A018,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D425532,0,0,0,0,0,0,0,1,1,1,1,110
3DD.003BEA1529,0,0,1,0,0,0,0,0,0,0,0,133
3DD.003C09A954,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D4249FF,0,0,0,0,0,0,0,1,1,1,1,84
3DD.003D423FFA,0,0,0,0,0,0,0,1,1,1,1,107
3DD.003D4252CF,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D42532F,0,0,0,0,0,0,0,1,1,1,1,95
384.3B23B0072E,0,0,0,0,1,0,0,0,0,0,0,116
3DD.003C09A06D,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D424D3D,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D4244B9,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D424C16,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D5C6B2A,0,0,0,0,1,0,0,0,1,0,1,219
3DD.003C099B79,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D47E3CC,0,0,0,0,0,0,0,0,0,0,1,94
3DD.003D4251C7,0,0,0,0,0,0,0,1,1,1,1,109
3DD.003D47E889,0,0,0,1,0,0,0,0,1,1,0,147
3DD.003C099D47,0,0,0,0,0,0,0,1,1,1,1,83
3DD.003D425246,0,0,0,0,0,0,0,1,1,1,1,107
3DD.003C0993EC,0,0,1,0,0,0,0,0,1,1,0,174
3DD.003D423ECB,0,0,0,0,0,0,0,1,1,1,1,91
384.3B23A2E061,0,0,0,0,1,0,0,0,0,0,0,131
3DD.003D42430A,0,0,0,0,0,0,0,1,1,1,1,87
3DD.003C099B9F,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003D42419D,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003C09A0FE,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D280E1F,0,0,1,0,0,0,0,0,0,0,0,147
3DD.003BC92814,0,0,0,0,1,0,0,0,0,0,0,128
3DD.003D280835,0,0,1,0,0,0,0,0,0,0,0,128
3DD.003D425629,0,0,0,0,0,0,0,1,1,1,1,82
3DD.003C099C0D,0,0,0,0,1,0,0,0,1,0,1,160
3DD.003D424BAD,0,0,0,0,0,0,0,1,1,1,1,96
384.3B23B0A990,0,0,0,1,0,0,0,0,0,0,0,116
3DD.003C09AB3E,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D2827C5,0,1,0,0,0,0,0,0,0,0,0,129
3DD.003C0995E0,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003D4244FC,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003D425690,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003C09A09D,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D28060E,0,0,1,0,0,0,0,0,0,0,0,130
3DD.003C09A915,0,0,0,0,0,0,0,1,1,1,1,105
3DD.003BEA15F4,0,0,0,0,1,0,0,0,0,0,0,142
3DD.003D42495B,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003C099A53,0,0,0,0,0,0,0,1,1,1,1,95
384.3B23A7FE63,0,0,0,0,1,0,0,0,0,0,0,110
3DD.003C099C47,0,0,0,0,0,0,0,1,1,1,1,114
3DD.003D42453A,0,0,0,0,0,0,0,1,1,1,1,113
3DD.003D281A2F,0,0,1,0,0,0,0,0,1,0,1,123
3DD.003D47D7E0,0,0,1,0,0,0,0,0,1,0,1,101
3DD.003D425157,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D42525C,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D282B0D,0,0,0,1,0,0,0,0,1,0,1,144
3DD.003D4251CD,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D425153,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D280BAC,0,0,0,1,0,0,0,0,0,0,1,146
3DD.003D424908,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003D5C6B48,0,0,0,0,1,0,0,0,1,0,1,112
3DD.003C098A86,0,0,0,1,0,0,0,0,1,0,1,121
384.3B23A83B61,0,0,0,0,1,0,0,0,0,0,0,128
3DD.003D424D6F,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D424B0F,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D47F3CC,0,0,0,1,0,0,0,0,1,1,0,134
3DD.003D42410B,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D424BEA,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003C09A0FB,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003D424665,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003D423F9D,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D424379,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003D5C6EF1,0,0,0,0,1,0,0,0,1,0,1,159
3DD.003C099CD4,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003C09AB42,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003C099D34,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003C099666,0,0,0,0,0,0,0,1,1,1,1,106
3DD.003D424872,0,0,0,0,0,0,0,1,1,1,1,113
3DD.003C099F2D,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D5C6EAA,0,0,0,1,0,0,0,0,1,0,1,213
3DD.003C099FB6,0,0,0,0,0,0,0,1,1,1,1,93
384.3B23B041FD,0,0,0,1,0,0,0,0,0,0,0,116
3DD.003D423FBD,0,0,0,0,0,0,0,1,1,1,1,86
3DD.003D4242F8,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D425093,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003BEA1359,0,0,0,1,0,0,0,0,0,0,0,126
3DD.003D282B08,0,0,0,1,0,0,0,0,1,0,1,144
3DD.003BE9E8BE,0,0,0,1,0,0,0,0,0,0,0,125
3DD.003BF19BA7,0,0,1,0,0,0,0,0,0,0,0,118
3DD.003D424901,0,0,0,0,0,0,0,1,1,1,1,106
3DD.003D5C707C,0,0,0,1,0,0,0,0,1,0,1,116
3DD.003C09876C,0,0,1,0,0,0,0,0,1,1,0,177
384.3B23AEC2BA,0,0,0,0,1,0,0,0,0,0,0,121
3DD.003D280CD4,0,0,0,1,0,0,0,0,0,0,0,140
3DD.003D424674,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003C099F75,0,0,0,0,0,0,0,1,1,1,1,83
3DD.003D424892,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003D281503,0,0,1,0,0,0,0,0,0,0,0,124
3DD.003D28153C,0,1,0,0,0,0,0,0,0,0,0,139
3DD.003D281258,0,0,1,0,0,0,0,0,0,0,0,129
3DD.003BE9D6F3,0,0,0,0,1,0,0,0,0,0,0,130
3DD.003C099A8B,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D42582F,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D424BAB,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003D4248B5,0,0,0,0,0,0,0,1,1,1,1,109
3DD.003C099B71,0,0,0,0,0,0,0,1,1,1,1,105
3DD.003D425537,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D42516B,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003C099C1B,0,0,0,0,1,0,0,0,1,0,1,152
3DD.003C099792,0,0,0,0,0,0,0,1,1,1,1,87
3DD.003D47E3A6,0,0,0,0,0,0,0,0,0,0,1,91
3DD.003D4241BC,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D42496D,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D42530C,0,0,0,0,0,0,0,1,1,1,1,86
3DD.003D423E24,0,0,0,0,0,0,0,1,1,1,1,105
3DD.003D424D7A,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D424F3B,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D4256D1,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D425012,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D425864,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003D425082,0,0,0,0,0,0,0,1,1,1,1,78
3DD.003D5C6B50,0,0,0,0,1,0,0,0,1,0,1,126
3DD.003D423ED9,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003D280E83,0,0,1,0,0,0,0,0,0,0,0,136
3DD.003D281C33,0,0,0,1,0,0,0,0,0,0,1,139
384.3B23A59A43,0,0,0,1,0,0,0,0,0,0,0,106
3DD.003D424830,0,0,0,0,0,0,0,1,1,1,1,107
3DD.003BE9E8D3,0,0,0,1,0,0,0,0,0,0,0,118
3DD.003D2816C5,0,0,0,1,0,0,0,0,0,0,0,138
3DD.003D424E40,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003C09A745,0,0,0,0,0,0,0,1,1,1,1,108
3DD.003BC91E08,0,0,0,0,1,0,0,0,0,0,0,118
3DD.003D42510F,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003C09A74B,0,0,0,0,0,0,0,1,1,1,1,109
3DD.003BEA1457,0,0,0,1,0,0,0,0,0,0,0,148
3DD.003D425307,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003C09AA51,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D423E98,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D4252F7,0,0,0,0,0,0,0,1,1,1,1,82
3DD.003D42483A,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D425689,0,0,0,0,0,0,0,1,1,1,1,97
384.3B2398BC0A,1,0,0,1,0,0,0,0,0,0,0,116
384.3B23995907,1,0,0,0,1,0,0,0,0,0,0,126
384.3B239983C6,1,0,0,1,0,0,0,0,0,0,0,119
384.3B239AA3C7,1,0,0,0,1,0,0,0,0,0,0,124
384.3B239B38C1,1,0,0,0,1,0,0,0,0,0,0,122
384.3B2398D7B8,1,0,0,0,1,0,0,0,0,0,0,107
384.3B239B1CE9,1,0,0,1,0,0,0,0,0,0,0,116
384.3B23A23332,1,0,0,1,0,0,0,0,0,0,0,107
384.3B23A29DEA,1,0,0,0,1,0,0,0,0,0,0,122
384.3B23A2B0B9,1,0,0,0,1,0,0,0,0,0,0,122
384.3B23A3A547,1,0,0,0,1,0,0,0,0,0,0,125
384.3B23A426FF,1,0,0,1,0,0,0,0,0,0,0,117
384.3B23A5157B,1,0,0,1,0,0,0,0,0,0,0,112
384.3B23A5343B,1,0,0,1,0,0,0,0,0,0,0,120
384.3B23A55D99,1,0,0,0,1,0,0,0,0,0,0,131
384.3B23A1C0BB,1,0,0,1,0,0,0,0,0,0,0,119
384.3B23A2E028,1,0,0,1,0,0,0,0,0,0,0,109
384.3B23A45343,1,0,0,1,0,0,0,0,0,0,0,110
384.3B23A55EDF,1,0,0,0,1,0,0,0,0,0,0,130
384.3B23A5DDD1,1,0,0,1,0,0,0,0,0,0,0,116
384.3B23A5E3A3,1,0,0,1,0,0,0,0,0,0,0,108
384.3B23A5D0B9,1,0,0,1,0,0,0,0,0,0,0,103
384.3B23A6AD58,1,0,0,0,1,0,0,0,0,0,0,115
384.3B23A8BB53,1,0,0,1,0,0,0,0,0,0,0,114
384.3B23A8C014,1,0,0,0,1,0,0,0,0,0,0,110
384.3B23A8F132,1,0,0,0,1,0,0,0,0,0,0,118
384.3B23AC3F14,1,0,0,1,0,0,0,0,0,0,0,125
